12,Hiramandalam,Chorlangi,Tadikarra Tank,SS,GP,AUCTION,10.92,2.55,,1
13,Hiramandalam,Chorlangi,Jeedukarra Tank,SS,GP,AUCTION,10.99,2.57,,1
14,Hiramandalam,Chorlangi,Jangamvani Tank,SS,GP,AUCTION,11.86,2.81,,1
15,Hiramandalam,Chorlangi,Panthuluvani Tank,SS,GP,AUCTION,10.33,2.39,,1
16,Hiramandalam,ChinnaKollivalasa,Koneeru Tank,SS,GP,AUCTION,11.92,2.82,,1
17,Hiramandalam,Komanapalli,Buvathivani Tank,SS,GP,AUCTION,33.24,8.63,,1
18,Hiramandalam,Rugada,Lingareddy Tank,SS,GP,AUCTION,30.73,7.95,,1
19,Hiramandalam,Rugada,Voora Tank,SS,GP,AUCTION,26.97,6.92,,1
20,Hiramandalam,Kallata,Kondavani Tank,SS,GP,AUCTION,28.71,7.4,,1
21,Hiramandalam,Tampa,Pedda Tank,SS,GP,AUCTION,24.36,6.21,,1
22,Hiramandalam,Tampa,Puridinaidu Tank,SS,GP,AUCTION,10.46,2.43,,1
23,Hiramandalam,Tampa,Amdala Tank,SS,GP,AUCTION,12.2,2.9,,1
24,Hiramandalam,Tampa,Marri Tank,SS,GP,AUCTION,10.67,2.48,,1
25,Hiramandalam,Tampa,Voora Tank,SS,GP,AUCTION,18.19,4.53,,1
26,Hiramandalam,Gulumuru,Voora Tank,SS,GP,AUCTION,26.34,6.75,,1
27,Hiramandalam,Gulumuru,Sagaram,SS,GP,AUCTION,32.61,8.46,,1
28,Hiramandalam,Gulumuru,Dhamannavari Tank,SS,GP,AUCTION,32.61,8.46,,1
29,Hiramandalam,Gulumuru,Korlavani Tank,SS,GP,AUCTION,13.8,3.34,,1
30,Hiramandalam,Gulumuru,Kotha Tank,SS,GP,AUCTION,10.04,2.31,,1
31,Hiramandalam,Gulumuru,Sondipatruni Tank,SS,GP,AUCTION,11.29,2.65,,1
32,Hiramandalam,Kittalapadu,Gundam Tank,SS,GP,AUCTION,20.07,5.04,,1
33,Hiramandalam,Akkarapalli,Kotha Tank,SS,GP,AUCTION,12.13,2.88,,1
34,Hiramandalam,Akkarapalli,Dhavani Tank,SS,GP,AUCTION,14.93,3.64,,1
35,Hiramandalam,Akkarapalli,Pedda Tank,SS,GP,AUCTION,20.8,5.24,,1
36,Hiramandalam,Akkarapalli,Pedda Tank,SS,GP,AUCTION,26.97,6.92,,1
37,Hiramandalam,Ambavelli,Madulakarra Tank,SS,GP,AUCTION,11.92,2.82,,1
38,Hiramandalam,Ambavelli,Vadula Tank,SS,GP,AUCTION,12.55,3,,1
39,Hiramandalam,Ambavelli,ThaladaBanda,SS,GP,AUCTION,18.57,4.63,,1
40,Hiramandalam,Ambavelli,Thammayya Tank,SS,GP,AUCTION,21.95,5.56,,1
41,Hiramandalam,Pindruvada,Nilageri Tank,SS,GP,AUCTION,12.92,3.1,,1
42,Hiramandalam,Pindruvada,Guddalanaidu Tank,SS,GP,AUCTION,10.21,2.36,,1
43,Hiramandalam,Pindruvada,Nallamuvalli Tank,SS,GP,AUCTION,11.92,2.82,,1
44,Hiramandalam,Pindruvada,Dongalanaidu Tank,SS,GP,AUCTION,12.3,2.93,,1
45,Hiramandalam,Pindruvada,Tivva Tank,SS,GP,AUCTION,33.87,8.8,,1
46,Hiramandalam,Pindruvada,Koneru,SS,GP,AUCTION,16.94,4.19,,1
47,Hiramandalam,Pindruvada,Malavappa Tank,SS,GP,AUCTION,11.92,2.82,,1
48,Hiramandalam,Pindruvada,Jogi Tank,SS,GP,AUCTION,12.67,3.03,,1
49,Hiramandalam,Pindruvada,Peddakata Tank,SS,GP,AUCTION,21.07,5.32,,1
50,Hiramandalam,Pindruvada,Kotti Tank,SS,GP,AUCTION,11.04,2.59,,1
51,Hiramandalam,B.R.Puram,Patnaik Tank,SS,GP,AUCTION,15.48,3.79,,1
52,Hiramandalam,B.R.Puram,Kotha Tank,SS,GP,AUCTION,18.79,4.7,,1
53,Hiramandalam,B.R.Puram,Banji Tank,SS,GP,AUCTION,11.82,2.8,,1
54,Hiramandalam,B.R.Puram,Annayya Tank,SS,GP,AUCTION,15.96,3.92,,1
55,L.N.Peta,Kommuvalasa,Ramayya Banda,SS,GP,AUCTION,11.34,2.67,,1
56,L.N.Peta,Narendrapuram,Swayambhavani Tank,SS,GP,AUCTION,11.68,2.76,,1
57,L.N.Peta,Kottapeta,Kotta Tower,SS,GP,AUCTION,11.71,2.77,,1
58,L.N.Peta,Munganna Agraharam,Ramanna Tank,SS,GP,AUCTION,11.74,2.78,,1
59,L.N.Peta,Sumanthapuram,Bokaralavani Tank,SS,GP,AUCTION,12.29,2.93,,1
60,L.N.Peta,Krishnapuram,Komatikarra Tank,SS,GP,AUCTION,12.47,2.97,,1
61,L.N.Peta,Munganna Agraharam,Atchanna Tank,SS,GP,AUCTION,12.52,2.99,,1
62,L.N.Peta,Sumanthapuram,Rudrabhumi Koneru,SS,GP,AUCTION,12.65,3.02,,1
63,L.N.Peta,Narendrapuram,Dasikarra Tank,SS,GP,AUCTION,12.76,3.05,,1
64,L.N.Peta,Siddantham,Surammagundam,SS,GP,AUCTION,12.83,3.07,,1
65,L.N.Peta,Kaviti,Kotta Tank,SS,GP,AUCTION,12.87,3.08,,1
66,L.N.Peta,Saradam,Sondi Tank,SS,GP,AUCTION,12.93,3.1,,1
67,L.N.Peta,Miriapalli,Dokivani Cheruvu,SS,GP,AUCTION,13.19,3.17,,1
68,L.N.Peta,Boddavalasa,Voora Tank,SS,GP,AUCTION,13.32,3.21,,1
69,L.N.Peta,Palavalasa,Annampeta Koneru,SS,GP,AUCTION,13.51,3.26,,1
70,L.N.Peta,Siddantham,Seepavani Banda,SS,GP,AUCTION,13.57,3.27,,1
71,L.N.Peta,Siddantham,Garammagundam,SS,GP,AUCTION,13.84,3.35,,1
72,L.N.Peta,Jambada,Moolavani Tank,SS,GP,AUCTION,13.91,3.37,,1
73,L.N.Peta,Munganna Agraharam,Boyabheemanna Tank,SS,GP,AUCTION,14.12,3.42,,1
74,L.N.Peta,Munganna Agraharam,Kotta Cheruvu,SS,GP,AUCTION,14.36,3.49,,1
75,L.N.Peta,Krishnapuram,Voora Tank,SS,GP,AUCTION,14.51,3.53,,1
76,L.N.Peta,PedaKollivalasa,Jalarivani Tank(P.Kollivalasa),SS,GP,AUCTION,14.56,3.54,,1
77,L.N.Peta,Munganna Agraharam,Reyyala Banda,SS,GP,AUCTION,14.66,3.57,,1
78,L.N.Peta,Bothadasingi,Swayambhavani Tank,SS,GP,AUCTION,14.9,3.64,,1
79,L.N.Peta,Borrampeta,Rajanna Tank,SS,GP,AUCTION,15.07,3.68,,1
80,L.N.Peta,Borrampeta,Kittayya Tank,SS,GP,AUCTION,15.5,3.8,,1
81,L.N.Peta,Munganna Agraharam,Palakarra Cheruvu,SS,GP,AUCTION,15.5,3.8,,1
82,L.N.Peta,Siddantham,Venkata Sagaram,SS,GP,AUCTION,15.62,3.83,,1
83,L.N.Peta,Syamalapuram,Valasa Koneru,SS,GP,AUCTION,15.72,3.86,,1
84,L.N.Peta,Kottapeta,Akkalavani Tank,SS,GP,AUCTION,15.8,3.88,,1
85,L.N.Peta,Jambada,Dalivani Cheruvu,SS,GP,AUCTION,16.01,3.94,,1
86,L.N.Peta,Borrampeta,Ramasagaram,SS,GP,AUCTION,16.45,4.06,,1
87,L.N.Peta,PedaKollivalasa,Ramanna Tank(P.Kollivalasa),SS,GP,AUCTION,16.5,4.07,,1
88,L.N.Peta,Borrampeta,Veerabhadrasagaram,SS,GP,AUCTION,16.86,4.17,,1
89,L.N.Peta,Sumanthapuram,Neelakhanta Sagaram,SS,GP,AUCTION,17.08,4.23,,1
90,L.N.Peta,Karakavalasa,Chittivani Cheruvu,SS,GP,AUCTION,17.16,4.25,,1
91,L.N.Peta,Syamalapuram,Ralla Koneru(Syamalapuram),SS,GP,AUCTION,17.16,4.25,,1
92,L.N.Peta,Kommuvalasa,Appalanaidu Tank,SS,GP,AUCTION,17.31,4.29,,1
93,L.N.Peta,Scotpeta,Musalikarra Tank,SS,GP,AUCTION,17.47,4.34,,1
94,L.N.Peta,Turakapeta,Kotha Tank,SS,GP,AUCTION,17.55,4.36,,1
95,L.N.Peta,Pusam,Yathala Tank,SS,GP,AUCTION,17.74,4.41,,1
96,L.N.Peta,Syamalapuram,Bhadrakalisagaram,SS,GP,AUCTION,17.9,4.45,,1
97,L.N.Peta,Somanadhapuram,Talayavani Tank,SS,GP,AUCTION,18.17,4.53,,1
98,L.N.Peta,Kottapeta,Chintamanu Tank,SS,GP,AUCTION,18.36,4.58,,1
99,L.N.Peta,Kottapeta,Jangamuvani Tank,SS,GP,AUCTION,18.53,4.62,,1
100,L.N.Peta,Palavalasa,Jaggayya Koneru,SS,GP,AUCTION,18.76,4.69,,1
101,L.N.Peta,Chorlangi,Vedulla Tank,SS,GP,AUCTION,19.08,4.77,,1
102,L.N.Peta,Seetharampuram,Vepakarra Tank,SS,GP,AUCTION,19.54,4.9,,1
103,L.N.Peta,Mallikarjunapuram,Tumpati Koneru,SS,GP,AUCTION,19.85,4.98,,1
104,L.N.Peta,Siddantham,Turupukoneru,SS,GP,AUCTION,19.96,5.01,,1
105,L.N.Peta,Ravichandri,Munguvani Tank,SS,GP,AUCTION,20,5.02,,1
106,L.N.Peta,Krishnapuram,Gorlavani Tank,SS,GP,AUCTION,20.31,5.11,,1
107,L.N.Peta,Sumanthapuram,Seepanavani Tank,SS,GP,AUCTION,20.33,5.12,,1
108,L.N.Peta,Sumanthapuram,Kotta Tank,SS,GP,AUCTION,20.35,5.12,,1
109,L.N.Peta,Chittimandalam,Kotta Tank,SS,GP,AUCTION,20.39,5.13,,1
110,L.N.Peta,Baratam,Dasugundam Tank,SS,GP,AUCTION,20.49,5.16,,1
111,L.N.Peta,Baratam,Tivvakarra Tank,SS,GP,AUCTION,21,5.3,,1
112,L.N.Peta,Bothadasingi,Venkunaidu Tank,SS,GP,AUCTION,21.33,5.39,,1
113,L.N.Peta,Garlapadu,Nimmalakarra Tank,SS,GP,AUCTION,21.34,5.39,,1
114,L.N.Peta,Turakapeta,Regulakarra Tank,SS,GP,AUCTION,22.06,5.59,,1
115,L.N.Peta,Mallikarjunapuram,Voora Tank,SS,GP,AUCTION,22.34,5.66,,1
116,L.N.Peta,Foxdorapeta,Kotta Tank,SS,GP,AUCTION,22.37,5.67,,1
117,L.N.Peta,Jagannadhapuram,Velagalakarra Tank,SS,GP,AUCTION,22.77,5.78,,1
118,L.N.Peta,Peddakota,Nayarala Tank,SS,GP,AUCTION,22.87,5.81,,1
119,L.N.Peta,Turakapeta,Turakavani Tank,SS,GP,AUCTION,23.03,5.85,,1
120,L.N.Peta,Peddakota,Dola Tank,SS,GP,AUCTION,23.8,6.06,,1
121,L.N.Peta,Jambada,Jagannadhasagaram,SS,GP,AUCTION,23.83,6.07,,1
122,L.N.Peta,Munganna Agraharam,Chinna Cheruvu,SS,GP,AUCTION,24.4,6.22,,1
123,L.N.Peta,Jambada,Yerra Tank,SS,GP,AUCTION,25.14,6.42,,1
124,L.N.Peta,Kottapeta,Tenkavani Tank,SS,GP,AUCTION,25.52,6.53,,1
125,L.N.Peta,Pusam,Voora Tank,SS,GP,AUCTION,25.59,6.55,,1
126,L.N.Peta,Saradam,Yerra Tank,SS,GP,AUCTION,25.63,6.56,,1
127,L.N.Peta,Foxdorapeta,Tummalakarra Tank,SS,GP,AUCTION,25.64,6.56,,1
128,L.N.Peta,Narendrapuram,Pottivani Tank,SS,GP,AUCTION,25.88,6.62,,1
129,L.N.Peta,Valasapadu,Joginaidu Tank,SS,GP,AUCTION,26.51,6.8,,1
130,L.N.Peta,Mallikarjunapuram,Vengalavani Tank,SS,GP,AUCTION,26.6,6.82,,1
131,L.N.Peta,Baratam,Motiki Karra Tank,SS,GP,AUCTION,26.86,6.89,,1
132,L.N.Peta,Kaviti,Kondi Tank,SS,GP,AUCTION,27.23,6.99,,1
133,L.N.Peta,Peddakota,Sivakala Tank,SS,GP,AUCTION,27.47,7.06,,1
134,L.N.Peta,Kottapeta,Venkatanarasimha Tank,SS,GP,AUCTION,27.55,7.08,,1
135,L.N.Peta,Garlapadu,Pedda Tank,SS,GP,AUCTION,27.86,7.16,,1
136,L.N.Peta,Sumanthapuram,Injamma Tank,SS,GP,AUCTION,27.93,7.18,,1
137,L.N.Peta,Peddakota,Atchivani Tank,SS,GP,AUCTION,27.97,7.19,,1
138,L.N.Peta,Chittimandalam,Pedda Cheruvu,SS,GP,AUCTION,27.98,7.2,,1
139,L.N.Peta,Karakavalasa,Vojjabanda,SS,GP,AUCTION,28.17,7.25,,1
140,L.N.Peta,Jadapeta,Duggalakarra,SS,GP,AUCTION,28.82,7.43,,1
141,L.N.Peta,Borramambapuram,Pedda Tank,SS,GP,AUCTION,29.09,7.5,,1
142,L.N.Peta,Jangalavalasa,Sambadicheruvu,SS,GP,AUCTION,29.3,7.56,,1
143,L.N.Peta,Karakavalasa,Ratchakoneru,SS,GP,AUCTION,29.31,7.56,,1
144,L.N.Peta,Siddantham,Kotta Tank,SS,GP,AUCTION,30.01,7.75,,1
145,L.N.Peta,Thaimambapuram,Vasanala Tank,SS,GP,AUCTION,30.71,7.94,,1
146,L.N.Peta,Munganna Agraharam,Jaggalakarra Tank,SS,GP,AUCTION,31.19,8.07,,1
147,L.N.Peta,Valasapadu,Gollapallivani Tank,SS,GP,AUCTION,31.38,8.12,,1
148,L.N.Peta,Kottapeta,Ajaynaidu Tank,SS,GP,AUCTION,31.75,8.22,,1
149,L.N.Peta,Siddantham,Ramasagaram,SS,GP,AUCTION,31.75,8.22,,1
150,L.N.Peta,PedaKollivalasa,Voora Tank (-Do-),SS,GP,AUCTION,32.02,8.3,,1
151,L.N.Peta,Borrampeta,Polinaidu Tank,SS,GP,AUCTION,32.56,8.44,,1
152,L.N.Peta,Peddakota,Barikivani Tank,SS,GP,AUCTION,33.72,8.76,,1
153,L.N.Peta,Somanadhapuram,Ravimanu Cheruvu,SS,GP,AUCTION,34.87,9.07,,1
154,Sarubujjili,Turakapeta,Kotha Tank,SS,GP,AUCTION,20.7,5.21,,1
155,Sarubujjili,Turakapeta,Venkanna Tank,SS,GP,AUCTION,15.68,3.85,,1
156,Sarubujjili,Turakapeta,Appalanaidu Tank,SS,GP,AUCTION,18.19,4.53,,1
157,Sarubujjili,Turakapeta,Masab Tank,SS,GP,AUCTION,26.97,6.92,,1
158,Sarubujjili,Turakapeta,Ramaraju Tank,SS,GP,AUCTION,17.56,4.36,,1
159,Sarubujjili,Turakapeta,Tamminaidu Tank,SS,GP,AUCTION,25.09,6.41,,1
160,Sarubujjili,Bappadam,Dahala Tank,SS,GP,AUCTION,23.21,5.9,,1
161,Sarubujjili,Marripadu,Sondivani Tank,SS,GP,AUCTION,14.43,3.51,,1
162,Sarubujjili,Marripadu,Tummalagunda Tank,SS,GP,AUCTION,20.7,5.21,,1
163,Sarubujjili,Marripadu,Kotha Tank,SS,GP,AUCTION,20.7,5.21,,1
164,Sarubujjili,Marripadu,Jangamayya Tank,SS,GP,AUCTION,14.43,3.51,,1
165,Sarubujjili,Avathara bad,Kainam Tank,SS,GP,AUCTION,26.97,6.92,,1
166,Sarubujjili,Avathara bad,Yedumadumala Tank,SS,GP,AUCTION,35.75,9.31,,1
167,Sarubujjili,Avathara bad,Dharama Koneeru,SS,GP,AUCTION,20.7,5.21,,1
168,Sarubujjili,Gonepadu ,Palakarra Tank,SS,GP,AUCTION,30.73,7.95,,1
169,Sarubujjili,Gonepadu ,Seethanna Tank,SS,GP,AUCTION,20.7,5.21,,1
170,Sarubujjili,Gonepadu ,Ravikarra Tank,SS,GP,AUCTION,23.21,5.9,,1
171,Sarubujjili,Gonepadu ,voora Tank,SS,GP,AUCTION,26.97,6.92,,1
172,Sarubujjili,Kothakota,Voora Tank,SS,GP,AUCTION,26.97,6.92,,1
173,Sarubujjili,Kothakota,Venkunaidu Tank,SS,GP,AUCTION,26.97,6.92,,1
174,Sarubujjili,Chinnavenkatapuram,Raminaidu Tank,SS,GP,AUCTION,33.24,8.63,,1
175,Sarubujjili,Dhakaravalasa,Gummadi Tank,SS,GP,AUCTION,21.95,5.56,,1
176,Sarubujjili,Dhakaravalasa,Voora Tank,SS,GP,AUCTION,30.73,7.95,,1
177,Sarubujjili,Dhakaravalasa,Tivvakarra Tank,SS,GP,AUCTION,26.97,6.92,,1
178,Sarubujjili,Thadikonda ,Voora Tank,SS,GP,AUCTION,33.24,8.63,,1
179,Sarubujjili,Kondavalasa,Kanugulavani Tank,SS,GP,AUCTION,35.75,9.31,,1
180,Sarubujjili,Kondavalasa,Ravikarra Tank,SS,GP,AUCTION,26.97,6.92,,1
181,Sarubujjili,Kondavalasa,Turapha Tank,SS,GP,AUCTION,33.24,8.63,,1
182,Sarubujjili,Chinnakagitha palli,Chondivani Tank,SS,GP,AUCTION,35.75,9.31,,1
183,Sarubujjili,Chinnakagitha palli,Mokhalingam naidu Tank,SS,GP,AUCTION,20.7,5.21,,1
184,Sarubujjili,Chinnakagitha palli,Ranigari Tank,SS,GP,AUCTION,33.24,8.63,,1
185,Sarubujjili,Palavalasa ,Lukalapu karra Tank,SS,GP,AUCTION,26.97,6.92,,1
186,Sarubujjili,Subhadra puram ,Yellam naidu Tank,SS,GP,AUCTION,26.97,6.92,,1
187,Sarubujjili,Subhadra puram ,Kothabanda ,SS,GP,AUCTION,20.7,5.21,,1
188,Sarubujjili,Surayanarayana puram,Koneeru Tank,SS,GP,AUCTION,33.24,8.63,,1
189,Sarubujjili,Surayanarayana puram,Kotha Tank,SS,GP,AUCTION,20.7,5.21,,1
190,Sarubujjili,Lakshmi puram,Kotha Tank,SS,GP,AUCTION,20.7,5.21,,1
191,Sarubujjili,Lakshmi puram,Voora Tank,SS,GP,AUCTION,23.21,5.9,,1
192,Sarubujjili,Chiguruvalasa,Jaganadhasagaram,SS,GP,AUCTION,33.24,8.63,,1
193,Sarubujjili,Chiguruvalasa,Eppilivani Tank,SS,GP,AUCTION,32.61,8.46,,1
194,Sarubujjili,Chiguruvalasa,Karravani Tank,SS,GP,AUCTION,26.97,6.92,,1
195,Sarubujjili,Nandikonda,Pedda Tank,SS,GP,AUCTION,20.7,5.21,,1
196,Sarubujjili,Nandikonda,Kotha Tank,SS,GP,AUCTION,35.75,9.31,,1
197,Sarubujjili,Nandikonda,Simmakoneeru,SS,GP,AUCTION,33.24,8.63,,1
198,Sarubujjili,Nandikonda,Akkavani Tank,SS,GP,AUCTION,26.97,6.92,,1
199,Sarubujjili,Ravivalasa,Appalanaidu Tank,SS,GP,AUCTION,20.7,5.21,,1
200,Sarubujjili,Ravivalasa,Voora Tank,SS,GP,AUCTION,20.07,5.04,,1
201,Sarubujjili,Ravivalasa,Raminaidu Tank,SS,GP,AUCTION,25.09,6.41,,1
202,Sarubujjili,Sinduvada,Naidu Tank,SS,GP,AUCTION,26.34,6.75,,1
203,Sarubujjili,Sinduvada,Pedda Tank,SS,GP,AUCTION,29.48,7.6,,1
204,Sarubujjili,Telikepenta,Gundam Tank,SS,GP,AUCTION,16.94,4.19,,1
205,Sarubujjili,Telikepenta,Kotha Tank,SS,GP,AUCTION,32.61,8.46,,1
206,Sarubujjili,Telikepenta,Pedda Tank,SS,GP,AUCTION,30.73,7.95,,1
207,Sarubujjili,Buridivalasa,Venkanna Tank,SS,GP,AUCTION,26.97,6.92,,1
208,Sarubujjili,Buridivalasa,Gundavani Tank,SS,GP,AUCTION,20.07,5.04,,1
209,Sarubujjili,Buridivalasa,Vasu Tank,SS,GP,AUCTION,23.21,5.9,,1
210,Sarubujjili,Buridivalasa,Appayya Tank,SS,GP,AUCTION,26.97,6.92,,1
211,Sarubujjili,Buridivalasa,Koneeru Tank,SS,GP,AUCTION,23.21,5.9,,1
212,Sarubujjili,Matalab peta,Karigedda Tank,SS,GP,AUCTION,33.24,8.63,,1
213,Sarubujjili,Matalab peta,Voora Tank,SS,GP,AUCTION,17.56,4.36,,1
214,Sarubujjili,Matalab peta,Dasukoneeru,SS,GP,AUCTION,20.7,5.21,,1
215,Sarubujjili,Matalab peta,Pedda Tank,SS,GP,AUCTION,23.21,5.9,,1
216,Sarubujjili,Matalab peta,Basanna Tank,SS,GP,AUCTION,20.07,5.04,,1
217,Sarubujjili,Matalab peta,Yellayya Tank,SS,GP,AUCTION,18.19,4.53,,1
218,Sarubujjili,Matalab peta,Naidu Tank,SS,GP,AUCTION,22.58,5.73,,1
219,Sarubujjili,Matalab peta,Boravani Tank,SS,GP,AUCTION,20.07,5.04,,1
220,Sarubujjili,Matalab peta,Lacheyya Tank,SS,GP,AUCTION,23.83,6.07,,1
221,Sarubujjili,Vijayarampuram,Tutikarra Tank,SS,GP,AUCTION,18.19,4.53,,1
222,Sarubujjili,Vijayarampuram,Panchamana Tank,SS,GP,AUCTION,23.21,5.9,,1
223,Sarubujjili,Vijayarampuram,Naidu Tank,SS,GP,AUCTION,20.07,5.04,,1
224,Sarubujjili,Vijayarampuram,Kotha Tank,SS,GP,AUCTION,18.19,4.53,,1
225,Sarubujjili,Vijayarampuram,Koonavani Tank,SS,GP,AUCTION,20.7,5.21,,1
226,Sarubujjili,Vijayarampuram,Hanumanthu vani Tank,SS,GP,AUCTION,23.21,5.9,,1
227,Sarubujjili,Vijayarampuram,Kotha Tank,SS,GP,AUCTION,20.07,5.04,,1
228,Sarubujjili,Narasingapalli,Varakattu Tank,SS,GP,AUCTION,20.07,5.04,,1
229,Sarubujjili,Narasingapalli,Thamminaidu Tank,SS,GP,AUCTION,20.7,5.21,,1
230,Sarubujjili,Narasingapalli,Chintala Tank,SS,GP,AUCTION,26.34,6.75,,1
231,Sarubujjili,Narasingapalli,Vysula Tank,SS,GP,AUCTION,32.61,8.46,,1
232,Sarubujjili,Shalantri,Viswesara Tank,SS,GP,AUCTION,26.97,6.92,,1
233,Sarubujjili,Shalantri,Kuramayya Tank,SS,GP,AUCTION,20.7,5.21,,1
234,Sarubujjili,Shalantri,Eedula Tank,SS,GP,AUCTION,20.07,5.04,,1
235,Sarubujjili,Shalantri,Malla Tank,SS,GP,AUCTION,26.34,6.75,,1
236,Sarubujjili,Shalantri,Koneeru Tank,SS,GP,AUCTION,17.56,4.36,,1
237,Sarubujjili,Shalantri,Voora Tank,SS,GP,AUCTION,19.44,4.87,,1
238,Sarubujjili,Shalantri,Kotha Tank,SS,GP,AUCTION,26.34,6.75,,1
239,Sarubujjili,Peddasavalapuram,Gontupannu Tank,SS,GP,AUCTION,23.21,5.9,,1
240,Sarubujjili,Peddasavalapuram,Kaminaidu Tank,SS,GP,AUCTION,20.07,5.04,,1
241,Sarubujjili,Peddasavalapuram,Patha Tank,SS,GP,AUCTION,18.19,4.53,,1
242,Sarubujjili,Vennelavalasa,Kotha Tank,SS,GP,AUCTION,18.19,4.53,,1
243,Sarubujjili,Vennelavalasa,Voora Tank,SS,GP,AUCTION,14.43,3.51,,1
244,Sarubujjili,Mulasavalapuram,Bukkavani Tank,SS,GP,AUCTION,18.82,4.7,,1
245,Sarubujjili,Mulasavalapuram,Voora Tank,SS,GP,AUCTION,20.7,5.21,,1
246,Sarubujjili,Mulasavalapuram,Koneeru Tank,SS,GP,AUCTION,20.7,5.21,,1
247,Sarubujjili,Mulasavalapuram,Pakeeru naidu Tank,SS,GP,AUCTION,20.07,5.04,,1
248,Sarubujjili,Iskalapaleem,Kotha tank,SS,GP,AUCTION,23.21,5.9,,1
249,Sarubujjili,Iskalapaleem,Patha Tank,SS,GP,AUCTION,18.19,4.53,,1
250,Sarubujjili,Iskalapaleem,Subba Tank,SS,GP,AUCTION,32.61,8.46,,1
251,Sarubujjili,Pedda venkatapuram,Pedda Tank,SS,GP,AUCTION,22.58,5.73,,1
252,Sarubujjili,Pedda venkatapuram,Budata Tank,SS,GP,AUCTION,20.7,5.21,,1
253,Sarubujjili,Pedda venkatapuram,Grama Honeeru,SS,GP,AUCTION,23.21,5.9,,1
254,Sarubujjili,Purushottapuram,Saibu Tank,SS,GP,AUCTION,20.07,5.04,,1
255,Sarubujjili,Purushottapuram,Talupalabanda,SS,GP,AUCTION,18.19,4.53,,1
256,Sarubujjili,Purushottapuram,Pedda Kainam,SS,GP,AUCTION,26.97,6.92,,1
257,Sarubujjili,Purushottapuram,Chennakainam,SS,GP,AUCTION,32.61,8.46,,1
258,Sarubujjili,Purushottapuram,Jeelakarra Banda,SS,GP,AUCTION,20.07,5.04,,1
259,Sarubujjili,Purushottapuram,Avadanula Tank,SS,GP,AUCTION,17.56,4.36,,1
260,Sarubujjili,Purushottapuram,Nadimikinam,SS,GP,AUCTION,23.21,5.9,,1
261,Sarubujjili,Purushottapuram,Darmakoneeru,SS,GP,AUCTION,16.81,4.19,,1
