Bavanapadu,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Geddalapadu,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Jagannadhapuram,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Kumunduvanipeta,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
M sunnapalli,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Maruvada,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Pathameghavaram,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Pittavanipeta,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Ummilada,Srikakulam,Santhabommali,,,,,,,,,,,,,,,,,
Baruvakothuru,Srikakulam,Sompeta,,,,,,,,,,,,,,,,,
Battigalluru,Srikakulam,Sompeta,,,,,,,,,,,,,,,,,
Gollagandi,Srikakulam,Sompeta,,,,,,,,,,,,,,,,,
Isakalapalem,Srikakulam,Sompeta,,,,,,,,,,,,,,,,,
Ramayyapatnam,Srikakulam,Sompeta,,,,,,,,,,,,,,,,,
Yekuvuru,Srikakulam,Sompeta,,,,,,,,,,,,,,,,,
Kunduvanipeta,Srikakulam,Srikakulam,,,,,,,,,,,,,,,,,
Pukkallapeta,Srikakulam,Srikakulam,,,,,,,,,,,,,,,,,
Akkupalli,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,,
Chinakothuru,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,,
D. althada,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,143,9
Dokulapadu,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,143,9
Gunupalli,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,143,9
Hukumpeta,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,143,9
Kambalarayudupeta,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,143,9
Kothapeta,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,143,9
Manchineealpeta,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,159,9
Nuvvalarevu,Srikakulam,Vajrapukothuru,,,,,,,,,,,,,,,,159,9
Cheplakancheru,Vizianagaram,Bhogapuram,,,,,,,,,,,,,,,,159,9
Chinakondrajupalem,Vizianagaram,Bhogapuram,,,,,,,,,,,,,,,,159,9
Chodipallipeta,Vizianagaram,Bhogapuram,,,,,,,,,,,,,,,,159,9
Mukkam,Vizianagaram,Bhogapuram,,,,,,,,,,,,,,,,199,9
Pedakondrajupalem,Vizianagaram,Bhogapuram,,,,,,,,,,,,,,,,254,9
Barripeta h/o chintapalli,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,254,9
Boddugurayyapeta,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,254,9
Kothuru h/o chintapalli,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,254,9
Kotturu h/o tippalavalasa,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,254,9
Madduru h/o tippalavalasa,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,254,9
Nelageddapeta h/o chintapalli,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,305,9
Pathivada barripeta,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,305,9
Pedduruh/o chinthapalli,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,464,9
Puligeddapalem,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,464,9
Thammayyapalem,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,464,9
Tippalavalasa,Vizianagaram,Pusapatirega,,,,,,,,,,,,,,,,464,9
Kondapalem,Visakhapatanam,Atchutapuram,"AO,ATCHUTAPURAM",17° 29 51 N,83° 00 22 E,now(),ADMIN,ADMIN,now(),FALSE,520,4878,212683,"KONDAPALEM,KADAPALEM",,PUDIMADAKA,235281,500,9
Pudimadaka,Visakhapatanam,Atchutapuram,"AO,ATCHUTAPURAM",17° 29 32 N,83° 00 13 E,,,,,,520,4878,212683,"PUDIMADAKA,JALARIPALEM",,PUDIMADAKA,235281,500,9
Tantadivadapalem,Visakhapatanam,Atchutapuram,"AO,ATCHUTAPURAM",17° 30 56 N,83° 02 19 E,,,,,,520,4878,212683,THANTHADIVANIPALEM,,TANTADI,235283,500,9
Annavaram,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 99 78 N,83° 78 47 E,,,,,,520,4865,,ANNAVARAM,586141,ANNAVARAM,211772,500,9
Beemili,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 89 03 N,83° 45 61 E,,,,,,520,4865,,GUVAPETA,,BHEEMILI,,500,9
Chinanagamayyapalem,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 91 43 N,83° 46 16 E,,,,,,520,4865,,CHINA NAGAVAYYAPALEM,,PEDANAGAMAYYAPALEM,211787,500,9
Kapuladibbadipalem,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 86 21 N,83° 65 37 E,,,,,,520,4865,,KD PALEM,,K. NAGARAPALEM,,500,9
Peda mangamaripeta,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 84 10 N,83° 40 59 E,,,,,,520,4865,,PEDA MANGAMARIPETA,,K. NAGARAPALEM,211778,500,9
Pedanagamayyapalem,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 54 50 N,83° 27 43 E,,,,,,520,4865,,PEDA NAGAVAYYAPALEM,,PEDANAGAMAYYAPALEM,211787,500,9
Peddauppada,Visakhapatanam,Bheemunipatnam,"AO,BHEEMILI",17° 11 39 N,82° 36 36 E,,,,,,520,4865,,PEDAUPPADA,,CHEPALUPPADA,211774,532,9
Amalapuram,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 20 49 N,82° 42 02 E,,,,,,520,4880,235758,AMALAPURAM,585799,AMALAPURAM,212141,532,9
Bangarammapeta,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 18 43 N,82° 38 32 E,,,,,,520,4880,235758,BANGARAMMAPETA,582729,BANGARAMMAPETA,212061,532,9
Boyapadu,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 20 59 N,82° 42 26 E,,,,,,520,4880,235758,BOYAPADU,586884,RAJAYYAPETA,235782,532,9
Chinateenarla,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 22 37 N,82° 49 58 E,,,,,,520,4880,235758,CHINATEENARLA,,CHINATEENARLA,235710,532,9
Dl puram,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 19 49 N,82° 40 19 E,,,,,,520,4880,235758,D L PURAM,,DONIVANILAKSHMIPURAM,235714,532,9
Dondavaka,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 21 77 N,82° 44 67 E,,,,,,520,4880,235758,DONDAVAKA,586961,PEDATEENARLA,235895,532,9
Peddateenarla,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 22 10 N,82° 45 34 E,,,,,,520,4880,235758,PEDATEENARLA,586454,PEDATEENARLA,235895,532,9
Rajayyapeta,Visakhapatanam,Nakkapalle,"AO,NAKKAPALLI",17° 21 05 N,82° 43 16 E,,,,,,520,4880,235758,RAJAYYAPETA,586453,RAJAYYAPETA,235782,532,9
Muthyalammapalem,Visakhapatanam,Paravada,"AO,ATCHUTAPURAM",17° 32 14 N,83° 05 40 E,,,,,,520,4870,212683,MUTYALAMMAPALEM,,MUTYALAMMAPALEM,235482,555,9
Tikkavanipalem,Visakhapatanam,Paravada,"AO,ATCHUTAPURAM",17° 32 77 N,83° 06 77 E,,,,,,520,4870,212683,TIKKAVANIPALEM,,MUTYALAMMAPALEM,235482,555,9
Gajapathinagaram,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 17 23 N,82° 36 12 E,,,,,,520,4881,235758,GAJAPATHINAGARAM,586218,RAJAVARAM,199377,555,9
Korlayyapeta,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 15 31 N,82° 33 11 E,,,,,,520,4881,235758,KORLAIHPETA,,PALAMANUPETA,235820,555,9
Palmanupeta,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 15 09 N,82° 32 76 E,,,,,,520,4881,235758,PALAMANIPETA,,PALAMANUPETA,235820,555,9
Pentakota,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 17 71 N,82° 37 09 E,,,,,,520,4881,235758,PENTAKOTA,586473,PENTAKOTA,235824,555,9
Rajanagaram,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 16 46 N,82° 34 92 E,,,,,,520,4881,235758,RAJANAGARAM,587405,VENKATANAGARAM,199612,557,9
Rajavaram,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 17 19 N,82° 36 01 E,,,,,,520,4881,235758,RAJAVARAM,587114,RAJAVARAM,199377,557,9
Ratnayyammapeta,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 15 66 N,82° 33 65 E,,,,,,520,4881,235758,RATNAMAYYAPETA,,PALAMANUPETA,235820,608,9
Venkatanagaram,Visakhapatanam,Payakaraopeta,"AO,NAKKAPALLI",17° 16 62 N,82° 35 20 E,,,,,,520,4881,235758,VENKATANAGARAM,586997,VENKATANAGARAM,199612,608,9
Appikonda,Visakhapatanam,Veeravasaram,,,,,,,,,,,,,,,,608,9
Kothapatnam,Visakhapatanam,Rambilli,"AO,ATCHUTAPURAM",17° 26 27 N,82° 54 74 E,,,,,,520,4883,212683,KOTHAPATNAM,592530,KOTHAPATNAM,208700,608,9
R. vadapalem,Visakhapatanam,Rambilli,"AO,ATCHUTAPURAM",17° 26 73 N,82° 55 83 E,,,,,,520,4883,212683,R. VADAPALEM,,ZIRAYATI CHINTHUVA,235889,608,9
Vadanarsapuram,Visakhapatanam,Rambilli,"AO,ATCHUTAPURAM",17° 26 27 N,82° 54 74 E,,,,,,520,4883,212683,VADANARASAPURAM,,VADANARASAPURAM,,608,9
Venkayyapalem,Visakhapatanam,Rambilli,"AO,ATCHUTAPURAM",17° 27 46 N,82° 57 14 E,,,,,,520,4883,212683,VENKAYYAPALEM,584251,ZIRAYATI CHINTHUVA,235889,608,9
Bangarammapalem,Visakhapatanam,S.rayavaram,"AO,NAKKAPALLI",17° 25 23 N,82° 51 62 E,,,,,,520,4882,235758,BANGARAMMAPALEM,586030,VAKAPADU,235856,608,9
Kotharevupolavaram,Visakhapatanam,S.rayavaram,"AO,NAKKAPALLI",17° 23 78 N,82° 49 10 E,,,,,,520,4882,235758,KOTHAREVUPOLAVARAM,,KOTHAREVU POLAVARAM,235842,608,9
Revupolavaram,Visakhapatanam,S.rayavaram,"AO,NAKKAPALLI",17° 23 76 N,82° 48 08 E,,,,,,520,4882,235758,REVUPOLAVARAM,,REVUPOLAVARAM,235850,608,9
Odalarevu,East Godavari,Allavaram,VODALAREVU,16° 42 18 N,81° 95 80 E,now(),ADMIN,ADMIN,now(),FALSE,505,4940,,VODALAREVU,,VODALAREVU,199016,65,11
Bhyravapalem,East Godavari,I. polavaram,BHIRAVAPALEM,16° 44 16 N,82° 18 61 E,,,,,,505,4931,,BHIRAVAPALEM,,BHIRAVAPALEM,199169,65,11
Suryaraopeta,East Godavari,Kakinada Urban,Suryaraopeta,17° 01 17 N,82° 28 68 E,,,,,,505,4913,,Suryaraopeta,,SURYARAO PETA,199249,65,11
Etimoga,East Godavari,Kakinada Rural,YETIMOGA,16° 93 81 N,82° 25 35 E,,,,,,505,4914,,YETIMOGA,,KAKINADA (URBAN),,65,11
Khumbhabhishekam,East Godavari,Kakinada Rural,KUMBABHISHEKAM,16° 95 72 N,82° 26 92 E,,,,,,505,4914,,DUMMULAPETA,,KAKINADA (URBAN),,65,11
Uppalankamondi,East Godavari,Karapa,Uppalanka,16° 70 08 N,82° 23 09 E,,,,,,505,4922,,Uppalanka,,UPPALANKA,199290,478,11
Balusutippa,East Godavari,Katrenikona,BALUSUTHIPPA,16° 63 24 N,82° 26 27 E,,,,,,505,4943,,BALUSUTIPPA,,BRAHMASAMEDYAM,199299,478,11
Kothapalem,East Godavari,Katrenikona,KOTHAPALEM,16° 59 36 N,82° 26 56 E,,,,,,505,4943,,KOTHAPALEM,592526,BRAHMASAMEDYAM,199299,478,11
Karavaka,East Godavari,Mamidikuduru,KARAVAKA,16° 41 84 N,81° 94 00 E,,,,,,505,4936,,KARAVAKA,,KARAVAKA,199433,478,11
Av pallipalem,East Godavari,Sakhinetipalle,ANTARVEDIPALEM,16° 32 90 N,81° 72 38 E,,,,,,505,4939,,ANTARVEDIPALEM,587855,ANTARVEDIPALEM,199770,478,11
Chollangipeta,East Godavari,Thallarevu,CHOLLANGIPETA,16° 86 05 N,82° 23 07 E,,,,,,505,4930,,CHOLLANGIPETA,583207,CHOLLANGIPETA,212517,478,11
Gadimoga,East Godavari,Thallarevu,GADIMOGA,16° 44 90 N,82° 17 55 E,,,,,,505,4930,,GADIMOGA,,GADIMOGA,199842,478,11
Matlapalem,East Godavari,Thallarevu,MATLAPALEM,16° 85 05 N,82° 24 01 E,,,,,,505,4930,,MATLAPALEM,,G.VEMAVARAM,199171,478,11
Pedavalasala,East Godavari,Thallarevu,PEDAVALASALA,16° 46 81 N,82° 15 83 E,,,,,,505,4930,,PEDAVALASALA,,GADIMOGA,199842,478,11
Danavaipeta,East Godavari,Thondangi,DANAVAIPETA,17° 21 56 N,82° 49 36 E,,,,,,505,4901,,DANAVAIPETA,,DANAVAIPETA,199859,478,11
G.m peta,East Godavari,Thondangi,GOLLAMUSALAYYAPETA,17° 21 89 N,82° 49 87 E,,,,,,505,4901,,GOLLAMUSALAYYAPETA,,GOLLAMUSALAYYAPETA,199860,478,11
K chodipallipeta,East Godavari,Thondangi,KOTHACHODIPALLI PETA,17° 15 62 N,82° 42 12 E,,,,,,505,4901,,KOTHACHODIPALLI PETA,,KOTHAPERUMALAPURAM,199864,33,10
K.p. puram,East Godavari,Thondangi,KOTHAPERUMALAPURAM,17° 17 21 N,82° 43 89 E,,,,,,505,4901,,KOTHAPERUMALAPURAM,,KOTHAPERUMALAPURAM,199864,33,10
Kothapeta,East Godavari,Thondangi,KOTHA PETA,17° 23 68 N,82° 52 39 E,,,,,,505,4901,,KOTHA PETA,,YERRAYYAPETA,199874,33,10
Narsipeta,East Godavari,Thondangi,,,,,,,,,,,,,,,,62,10
Pampothipeta,East Godavari,Thondangi,PAMPADI PETA,17° 24 25 N,82° 53 21 E,,,,,,505,4901,,PAMPADI PETA,,VEMAVARAM,203799,62,10
Ramaraopeta,East Godavari,Thondangi,RAMARAO PETA,17° 17 92 N,82° 44 83 E,,,,,,505,4901,,RAMARAO PETA,,KOTHAPERUMALAPURAM,199864,62,10
Talapanthipeta,East Godavari,Thondangi,TALAPANTIPETA,17° 16 41 N,82° 42 94 E,,,,,,505,4901,,TALAPANTIPETA,,KOTHAPERUMALAPURAM,199864,62,10
Yellayyapeta,East Godavari,Thondangi,YELLAYYA PETA,17° 22 47 N,82° 50 63 E,,,,,,505,4901,,YELLAYYA PETA,,GOLLAMUSALAYYAPETA,199860,62,10
Yerrayyapeta,East Godavari,Thondangi,YERRAYYAPETA,17° 23 38 N,82° 51 95 E,,,,,,505,4901,,YERRAYYAPETA,,YERRAYYAPETA,199874,62,10
Ameenabad,East Godavari,Kothapalle,AMINABADA,17° 05 61 N,82° 21 13 E,,,,,,505,5263,,AMINABADA,590223,AMINABADA,199650,62,10
Konapappeta,East Godavari,Kothapalle,PONNADA,17° 07 33 N,82° 22 17 E,,,,,,505,5263,,PONNADA,581703,PONNADA,210707,362,10
Mulapeta,East Godavari,Kothapalle,MULAPETA,17° 06 41 N,82° 21 82 E,,,,,,505,5263,,MULAPETA,585653,MULAPETA,212078,362,10
Vasalatippa,East Godavari,Uppalaguptam,VASALATIPPA,16° 44 46 N,82° 00 78 E,,,,,,505,4942,,VASALATIPPA,,CHALLAPALLI,196594,362,10
Dibbalapalem,West Godavari,Mogalthur,,,,,,,,,,,,,,,,362,10
Kp palem south,West Godavari,Mogalthur,,,,,,,,,,,,,,,,362,10
Mollaparru,West Godavari,Mogalthur,,,,,,,,,,,,,,,,362,10
Biyyaputhippa,West Godavari,Narasapuram,,,,,,,,,,,,,,,,362,10
Chinnamainavanilanka,West Godavari,Narasapuram,,,,,,,,,,,,,,,,362,10
Narsapuram,West Godavari,Narasapuram,,,,,,,,,,,,,,,,416,10
Pedamainavanilanka,West Godavari,Narasapuram,,,,,,,,,,,,,,,,416,10
Palakayatippa,Krishna,Koduru,Palakayatippa,15° 97 23 N,81° 10 21 E,now(),ADMIN,ADMIN,now(),FALSE,510,5039,,Palakayatrippa,,HAMSALA DEEVI,203307,422,10
Chinagollapalem,Krishna,Kruthivennu,CHINAGOLLAPALEM,16° 21 24 N,81° 29 59 E,,,,,,510,5018,589376,CHINAGOLLAPALEM,589376,CHINAGOLLAPALEM,203321,422,10
Etipoguru,Krishna,Kruthivennu,YETIPOGARU,16° 21 24 N,81° 35 15 E,,,,,,510,5018,,CHINAGOLLAPALEM,589376,CHINAGOLLAPALEM,203321,422,10
Orlagonditippa,Krishna,Kruthivennu,ORLAGONDHI THIPPA,16° 21 42 N,81° 21 53 E,,,,,,510,5018,,NIDAMARRU,589385,NIDAMARRU,203331,422,10
Cambelpeta,Krishna,Machilipatnam,CAMBEL PETA,16° 17 04 N,81° 17 93 E,,,,,,510,5034,,KARAGRAHARAM,,KARAGRAHARAM,203351,422,10
Fishing harbour,Krishna,Nagayalanka,,,,,,,,,,5038,,,,,,422,10
Kanuru,Krishna,Machilipatnam,KANURU,16° 28 74 N,81° 26 27 E,,,,,,510,5034,588528,KANURU,588528,KANURU,214951,422,10
Kpt palem,Krishna,Machilipatnam,KOTHA PALLETHUMMALA PALEM,16° 01 01 N,81° 09 24 E,,,,,,510,5034,,K.P.T.PALEM,,K.P.T.PALEM,203349,422,10
Manginapudi,Krishna,Machilipatnam,MANGINAPUDI,16° 23 64 N,81° 23 28 E,,,,,,510,5034,589725,THALLAPALEM,586406,THALLAPALEM,200641,622,10
Polatippa,Krishna,Machilipatnam,POLATITIPPA,16° 12 63 N,81° 14 75 E,,,,,,510,5034,589740,POLATITIPPA,589740,POLATITIPPA,203359,498,10
Pt palem,Krishna,Machilipatnam,PALLITUMMALAPALEM,16° 07 57 N,81° 14 03 E,,,,,,510,5034,203356,PALLITUMMALAPALEM,,PALLITUMMALAPALEM,203356,498,10
Thallapalem,Krishna,Machilipatnam,THALLAPALEM,16° 26 73 N,81° 23 55 E,,,,,,510,5034,586406,THALLAPALEM,586406,THALLAPALEM,200641,498,10
Edurumondi,Krishna,Nagayalanka,EDURUMONDI,15° 84 11 N,80° 88 98 E,,,,,,510,5038,589788,EDURUMONDI,589788,EDURUMONDI,203496,498,10
Elachetladibba,Krishna,Nagayalanka,ELICHITLADIBBA,15° 78 12 N,80° 87 52 E,,,,,,510,5038,,ELICHITLADIBBA,,ELICHITLADIBBA,203497,523,10
Etimoga,Krishna,Nagayalanka,ETIMOGA,15° 86 06 N,80° 89 55 E,,,,,,510,5038,589787,ETIMOGA,589787,YETIMOGA,,523,10
Gummalamoda,Krishna,Nagayalanka,GULLALAMODA,15° 82 75 N,80° 92 48 E,,,,,,510,5038,,GULLALAMODA,,GULLALAMODA,203499,523,10
Nachugunta,Krishna,Nagayalanka,NACHAGUNTA,15° 78 38 N,80° 88 22 E,,,,,,510,5038,,NACHAGUNTA,,NACHUGUNTA,215111,12,3
Jodugullapalem,Visakhapatanam,Chinagadili,"AO,VISAKHAPATNAM",17° 45 05 N,83° 21 02 E,,,,,,520,4866,,JODUGULLAPALEM,,5TH WARD,,197,3
Jalariyendada,Visakhapatanam,Visakhapatnam Urban,"AO,VISAKHAPATNAM",17° 69 04 N,83° 30 50 E,,,,,,520,4867,,JALARI YENDADA,,7TH WARD,,223,3
Mulapalem,Visakhapatanam,Visakhapatnam Urban,"AO,VISAKHAPATNAM",17° 44 07 N,83° 20 31 E,,,,,,520,4867,,MOOLAPALEM,,7TH WARD,,664,3
Pedajalaripeta,Visakhapatanam,Visakhapatnam Urban,"AO,VISAKHAPATNAM",17° 43 47 N,83° 20 38 E,,,,,,520,4867,,PEDA JALARIPETA,,17TH WARD,,664,3
Kothajalaripeta,Visakhapatanam,Visakhapatnam Urban,"AO,VISAKHAPATNAM",17° 42 05 N,83° 18 22 E,,,,,,520,4867,,KOTHA JALARIPETA,,22 WARD,,247,3
Fishing harbour,Visakhapatanam,Visakhapatnam Urban,"AO,VISAKHAPATNAM",17° 41 45 N,83° 18 04 E,,,,,,520,4867,,FISHING HARBOUR,,22 WARD,,252,3
Gilakaladindi Fishing Harbour,Krishna,Machilipatnam,GILAKALADINDI FISHING HARBAR,16° 14 51 N,81° 18 66 E,,,,,,510,5034,,MACHILIPATNAM MUNCIPALITY 18TH WARD,,MACHILIPATNAM TOWN,,252,3
Nagayalanka,Krishna,Nagayalanka,NAGAYA LANKA,15° 94 81 N,80° 91 19 E,,,,,,510,5038,,NAGAYA LANKA,,NAGAYALANKA,203503,322,3
Pathapakali,Krishna,Nagayalanka,PATHAVUPAKALI,15° 89 91 N,81° 02 83 E,,,,,,510,5038,,PATHAVUPAKALI,,SANGAMESWARAM,203493,525,3
Sorlagondi,Krishna,Nagayalanka,SORLA GONDHI,15° 85 69 N,80° 96 59 E,,,,,,510,5038,,SORLA GONDHI,,SORLAGONDI,203509,580,3
Yesupuram,Krishna,Nagayalanka,YESUPURAM,15° 84 27 N,80° 87 44 E,,,,,,510,5038,,YESUPURAM,,EDURUMONDI,203496,580,3
Zinkapalem,Krishna,Nagayalanka,ZINKAPALEM,15° 80 35 N,80° 91 78 E,,,,,,510,5038,,ZINKAPALEM,,EDURUMONDI,203496,580,3
Adarsanagar,Guntur,Bapatla,,,,,,,,,,,,,,,,580,3
Adavaipallipalem,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Kothavodarevu,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Krupanagar,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Muthayapalem,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Ramachandrapuram,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Ramanagar,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Ramapuram,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Suryalanka,Guntur,Bapatla,,,,,,,,,,,,,,,,584,3
Adavuladeevi,Guntur,Nizampatnam,,,,,,,,,,,,,,,,584,3
Dindi adavala,Guntur,Nizampatnam,,,,,,,,,,,,,,,,584,3
Fishing harbour,Guntur,Nizampatnam,,,,,,,,,,,,,,,,584,3
Gokarnamatam,Guntur,Nizampatnam,,,,,,,,,,,,,,,,280,3
Gondisamudram,Guntur,Nizampatnam,,,,,,,,,,,,,,,,280,3
Nakshatranagar,Guntur,Nizampatnam,,,,,,,,,,,,,,,,280,3
Ganagadipalem,Guntur,Repalle,,,,,,,,,,,,,,,,603,3
Lakshmipuram,Guntur,Repalle,,,,,,,,,,,,,,,,339,12
Lankevanidibba,Guntur,Repalle,,,,,,,,,,,,,,,,339,12
Mollagunta,Guntur,Repalle,,,,,,,,,,,,,,,,339,12
Penumudi,Guntur,Repalle,,,,,,,,,,,,,,,,375,12
Santhinagar,Guntur,Repalle,,,,,,,,,,,,,,,,375,12
Ameen nagar,Prakasam,Chinaganjam,AMEENNAGAR,15° 66 63 N,80° 22 65 E,now(),ADMIN,ADMIN,now(),FALSE,517,5125,,AMEENNAGAR,,RAJUBANGARUPALEM,,375,12
Bapaiah nagar,Prakasam,Chinaganjam,,,,,,,,,,,,,,,,375,12
Chinaganjam peddapallipalem,Prakasam,Chinaganjam,PEDAGANJAMPALLIPAMEM,15° 63 72 N,80° 25 40 E,,,,,,517,5125,,PEDAGANJAMPALLIPAMEM,,PEDAGANJAM,234644,260,5
Jeedichetlapalem,Prakasam,Chinaganjam,,,,,,,,,,,,,,,,292,5
Katamvaripalem,Prakasam,Chinaganjam,KATAMVARIPALEM,15° 61 04 N,80° 24 21 E,,,,,,517,5125,,KATAMVARIPALEM,,PEDAGANJAM,234644,292,5
Koduruvaripalem,Prakasam,Chinaganjam,KODURIVARIPALEM,15° 61 71 N,80° 24 45 E,,,,,,517,5125,,KODURIVARIPALEM,,PEDAGANJAM,234644,292,5
Kunkuduchetlapalem,Prakasam,Chinaganjam,KUNKUDUCHETLA PALEM,15° 69 56 N,80° 29 06 E,,,,,,517,5125,,KUNKUDUCHETLA PALEM,,MOTUPALLI,234638,312,5
Neerikshanagiri,Prakasam,Chinaganjam,NIREEKSHANAGIRI,15° 71 44 N,80° 30 74 E,,,,,,517,5125,,NIREEKSHANAGIRI,,MOTUPALLI,234638,359,5
Padamatipallipalem,Prakasam,Chinaganjam,PADAMATIPALLIPALEM,15° 68 78 N,80° 28 44 E,,,,,,517,5125,,PADAMATIPALLIPALEM,,CHINNAGANJAM PALLIPALEM,,312,5
